kata_kunci,jenis_perkara,label
sengketatempatusaha,Sengketa Tempat Usaha,Ringan
kasussengketatempatusaha,Sengketa Tempat Usaha,Ringan
tindaksengketatempatusaha,Sengketa Tempat Usaha,Ringan
sengketalapak,Sengketa Lapak,Ringan
kasussengketalapak,Sengketa Lapak,Ringan
tindaksengketalapak,Sengketa Lapak,Ringan
sengketakendaraan,Sengketa Kendaraan,Ringan
kasussengketakendaraan,Sengketa Kendaraan,Ringan
tindaksengketakendaraan,Sengketa Kendaraan,Ringan
sengketabarangdagangan,Sengketa Barang Dagangan,Ringan
kasussengketabarangdagangan,Sengketa Barang Dagangan,Ringan
tindaksengketabarangdagangan,Sengketa Barang Dagangan,Ringan
sengketapembayaran,Sengketa Pembayaran,Ringan
kasussengketapembayaran,Sengketa Pembayaran,Ringan
tindaksengketapembayaran,Sengketa Pembayaran,Ringan
sengketajasatransportasi,Sengketa Jasa Transportasi,Ringan
kasussengketajasatransportasi,Sengketa Jasa Transportasi,Ringan
tindaksengketajasatransportasi,Sengketa Jasa Transportasi,Ringan
sengketajasaperbaikan,Sengketa Jasa Perbaikan,Ringan
kasussengketajasaperbaikan,Sengketa Jasa Perbaikan,Ringan
tindaksengketajasaperbaikan,Sengketa Jasa Perbaikan,Ringan
pelanggaranketertibanpemuda,Pelanggaran Ketertiban Pemuda,Ringan
kasuspelanggaranketertibanpemuda,Pelanggaran Ketertiban Pemuda,Ringan
tindakpelanggaranketertibanpemuda,Pelanggaran Ketertiban Pemuda,Ringan
pelanggaranketertibanpelajar,Pelanggaran Ketertiban Pelajar,Ringan
kasuspelanggaranketertibanpelajar,Pelanggaran Ketertiban Pelajar,Ringan
tindakpelanggaranketertibanpelajar,Pelanggaran Ketertiban Pelajar,Ringan
pelanggaranketertibanpedagang,Pelanggaran Ketertiban Pedagang,Ringan
kasuspelanggaranketertibanpedagang,Pelanggaran Ketertiban Pedagang,Ringan
tindakpelanggaranketertibanpedagang,Pelanggaran Ketertiban Pedagang,Ringan
pelanggaranketertibanpengemudi,Pelanggaran Ketertiban Pengemudi,Ringan
kasuspelanggaranketertibanpengemudi,Pelanggaran Ketertiban Pengemudi,Ringan
tindakpelanggaranketertibanpengemudi,Pelanggaran Ketertiban Pengemudi,Ringan
pelanggaranketertibanpengunjung,Pelanggaran Ketertiban Pengunjung,Ringan
kasuspelanggaranketertibanpengunjung,Pelanggaran Ketertiban Pengunjung,Ringan
tindakpelanggaranketertibanpengunjung,Pelanggaran Ketertiban Pengunjung,Ringan
pelanggaranketertibanwisatawan,Pelanggaran Ketertiban Wisatawan,Ringan
kasuspelanggaranketertibanwisatawan,Pelanggaran Ketertiban Wisatawan,Ringan
tindakpelanggaranketertibanwisatawan,Pelanggaran Ketertiban Wisatawan,Ringan
pelanggaranketertibanpenonton,Pelanggaran Ketertiban Penonton,Ringan
kasuspelanggaranketertibanpenonton,Pelanggaran Ketertiban Penonton,Ringan
tindakpelanggaranketertibanpenonton,Pelanggaran Ketertiban Penonton,Ringan
pelanggaranketertibanpesertaacara,Pelanggaran Ketertiban Peserta Acara,Ringan
kasuspelanggaranketertibanpesertaacara,Pelanggaran Ketertiban Peserta Acara,Ringan
tindakpelanggaranketertibanpesertaacara,Pelanggaran Ketertiban Peserta Acara,Ringan
pelanggaranketertibanpenggunafasilitas,Pelanggaran Ketertiban Pengguna Fasilitas,Ringan
kasuspelanggaranketertibanpenggunafasilitas,Pelanggaran Ketertiban Pengguna Fasilitas,Ringan
tindakpelanggaranketertibanpenggunafasilitas,Pelanggaran Ketertiban Pengguna Fasilitas,Ringan
pelanggaranketertibanmasyarakat,Pelanggaran Ketertiban Masyarakat,Ringan
kasuspelanggaranketertibanmasyarakat,Pelanggaran Ketertiban Masyarakat,Ringan
tindakpelanggaranketertibanmasyarakat,Pelanggaran Ketertiban Masyarakat,Ringan
pelanggarandistribusiobat,Pelanggaran Distribusi Obat,Berat
kasuspelanggarandistribusiobat,Pelanggaran Distribusi Obat,Berat
tindakpelanggarandistribusiobat,Pelanggaran Distribusi Obat,Berat
